Matrix,n,Experiment,Type,Variant,Decade,Count,ZeroCount,Total
rajat12,1879,WorkingPrecisionResidualIR,"posit<64,3>",Quire,-6,108,13034,12818
rajat12,1879,WorkingPrecisionResidualIR,"posit<64,3>",Quire,-5,440,13034,12818
rajat12,1879,WorkingPrecisionResidualIR,"posit<64,3>",Quire,-4,552,13034,12818
rajat12,1879,WorkingPrecisionResidualIR,"posit<64,3>",Quire,-3,3190,13034,12818
rajat12,1879,WorkingPrecisionResidualIR,"posit<64,3>",Quire,-2,2741,13034,12818
rajat12,1879,WorkingPrecisionResidualIR,"posit<64,3>",Quire,-1,2950,13034,12818
rajat12,1879,WorkingPrecisionResidualIR,"posit<64,3>",Quire,0,2778,13034,12818
rajat12,1879,WorkingPrecisionResidualIR,"posit<64,3>",Quire,1,22,13034,12818
rajat12,1879,WorkingPrecisionResidualIR,"posit<64,3>",Quire,2,5,13034,12818
add20,2395,FactorAccumulatorIR,"posit<16,2>",Plain,-13,58,38159,65755
add20,2395,FactorAccumulatorIR,"posit<16,2>",Plain,-12,1139,38159,65755
add20,2395,FactorAccumulatorIR,"posit<16,2>",Plain,-11,450,38159,65755
add20,2395,FactorAccumulatorIR,"posit<16,2>",Plain,-10,1727,38159,65755
add20,2395,FactorAccumulatorIR,"posit<16,2>",Plain,-9,1242,38159,65755
add20,2395,FactorAccumulatorIR,"posit<16,2>",Plain,-8,192,38159,65755
add20,2395,FactorAccumulatorIR,"posit<16,2>",Plain,-7,4604,38159,65755
add20,2395,FactorAccumulatorIR,"posit<16,2>",Plain,-6,10620,38159,65755
add20,2395,FactorAccumulatorIR,"posit<16,2>",Plain,-5,12277,38159,65755
add20,2395,FactorAccumulatorIR,"posit<16,2>",Plain,-4,8330,38159,65755
add20,2395,FactorAccumulatorIR,"posit<16,2>",Plain,-3,1271,38159,65755
add20,2395,FactorAccumulatorIR,"posit<16,2>",Plain,-2,11029,38159,65755
add20,2395,FactorAccumulatorIR,"posit<16,2>",Plain,-1,12690,38159,65755
add20,2395,FactorAccumulatorIR,"posit<16,2>",Plain,0,126,38159,65755
add20,2395,FactorAccumulatorIR,"posit<16,2>",Quire,-13,45,33991,52604
add20,2395,FactorAccumulatorIR,"posit<16,2>",Quire,-12,907,33991,52604
add20,2395,FactorAccumulatorIR,"posit<16,2>",Quire,-11,369,33991,52604
add20,2395,FactorAccumulatorIR,"posit<16,2>",Quire,-10,1371,33991,52604
add20,2395,FactorAccumulatorIR,"posit<16,2>",Quire,-9,996,33991,52604
add20,2395,FactorAccumulatorIR,"posit<16,2>",Quire,-8,158,33991,52604
add20,2395,FactorAccumulatorIR,"posit<16,2>",Quire,-7,3626,33991,52604
add20,2395,FactorAccumulatorIR,"posit<16,2>",Quire,-6,8549,33991,52604
add20,2395,FactorAccumulatorIR,"posit<16,2>",Quire,-5,9848,33991,52604
add20,2395,FactorAccumulatorIR,"posit<16,2>",Quire,-4,6649,33991,52604
add20,2395,FactorAccumulatorIR,"posit<16,2>",Quire,-3,1010,33991,52604
add20,2395,FactorAccumulatorIR,"posit<16,2>",Quire,-2,8968,33991,52604
add20,2395,FactorAccumulatorIR,"posit<16,2>",Quire,-1,10009,33991,52604
add20,2395,FactorAccumulatorIR,"posit<16,2>",Quire,0,83,33991,52604
add20,2395,FactorAccumulatorIR,"posit<16,2>",Quire,1,16,33991,52604
add20,2395,FactorAccumulatorIR,"posit<32,2>",Plain,-13,36,29823,39453
add20,2395,FactorAccumulatorIR,"posit<32,2>",Plain,-12,675,29823,39453
add20,2395,FactorAccumulatorIR,"posit<32,2>",Plain,-11,291,29823,39453
add20,2395,FactorAccumulatorIR,"posit<32,2>",Plain,-10,1032,29823,39453
add20,2395,FactorAccumulatorIR,"posit<32,2>",Plain,-9,732,29823,39453
add20,2395,FactorAccumulatorIR,"posit<32,2>",Plain,-8,132,29823,39453
add20,2395,FactorAccumulatorIR,"posit<32,2>",Plain,-7,3594,29823,39453
add20,2395,FactorAccumulatorIR,"posit<32,2>",Plain,-6,5562,29823,39453
add20,2395,FactorAccumulatorIR,"posit<32,2>",Plain,-5,7362,29823,39453
add20,2395,FactorAccumulatorIR,"posit<32,2>",Plain,-4,4980,29823,39453
add20,2395,FactorAccumulatorIR,"posit<32,2>",Plain,-3,750,29823,39453
add20,2395,FactorAccumulatorIR,"posit<32,2>",Plain,-2,6390,29823,39453
add20,2395,FactorAccumulatorIR,"posit<32,2>",Plain,-1,7917,29823,39453
add20,2395,FactorAccumulatorIR,"posit<32,2>",Quire,-13,36,29823,39453
add20,2395,FactorAccumulatorIR,"posit<32,2>",Quire,-12,675,29823,39453
add20,2395,FactorAccumulatorIR,"posit<32,2>",Quire,-11,291,29823,39453
add20,2395,FactorAccumulatorIR,"posit<32,2>",Quire,-10,1032,29823,39453
add20,2395,FactorAccumulatorIR,"posit<32,2>",Quire,-9,732,29823,39453
add20,2395,FactorAccumulatorIR,"posit<32,2>",Quire,-8,132,29823,39453
add20,2395,FactorAccumulatorIR,"posit<32,2>",Quire,-7,3594,29823,39453
add20,2395,FactorAccumulatorIR,"posit<32,2>",Quire,-6,5562,29823,39453
add20,2395,FactorAccumulatorIR,"posit<32,2>",Quire,-5,7362,29823,39453
add20,2395,FactorAccumulatorIR,"posit<32,2>",Quire,-4,4980,29823,39453
add20,2395,FactorAccumulatorIR,"posit<32,2>",Quire,-3,750,29823,39453
add20,2395,FactorAccumulatorIR,"posit<32,2>",Quire,-2,6390,29823,39453
add20,2395,FactorAccumulatorIR,"posit<32,2>",Quire,-1,7917,29823,39453
add20,2395,WorkingPrecisionResidualIR,"posit<32,2>",Plain,-13,60,38159,65755
add20,2395,WorkingPrecisionResidualIR,"posit<32,2>",Plain,-12,1125,38159,65755
add20,2395,WorkingPrecisionResidualIR,"posit<32,2>",Plain,-11,485,38159,65755
add20,2395,WorkingPrecisionResidualIR,"posit<32,2>",Plain,-10,1720,38159,65755
add20,2395,WorkingPrecisionResidualIR,"posit<32,2>",Plain,-9,1220,38159,65755
add20,2395,WorkingPrecisionResidualIR,"posit<32,2>",Plain,-8,220,38159,65755
add20,2395,WorkingPrecisionResidualIR,"posit<32,2>",Plain,-7,5990,38159,65755
add20,2395,WorkingPrecisionResidualIR,"posit<32,2>",Plain,-6,9270,38159,65755
add20,2395,WorkingPrecisionResidualIR,"posit<32,2>",Plain,-5,12270,38159,65755
add20,2395,WorkingPrecisionResidualIR,"posit<32,2>",Plain,-4,8300,38159,65755
add20,2395,WorkingPrecisionResidualIR,"posit<32,2>",Plain,-3,1250,38159,65755
add20,2395,WorkingPrecisionResidualIR,"posit<32,2>",Plain,-2,10650,38159,65755
add20,2395,WorkingPrecisionResidualIR,"posit<32,2>",Plain,-1,13195,38159,65755
add20,2395,WorkingPrecisionResidualIR,"posit<32,2>",Quire,-13,72,42327,78906
add20,2395,WorkingPrecisionResidualIR,"posit<32,2>",Quire,-12,1350,42327,78906
add20,2395,WorkingPrecisionResidualIR,"posit<32,2>",Quire,-11,582,42327,78906
add20,2395,WorkingPrecisionResidualIR,"posit<32,2>",Quire,-10,2064,42327,78906
add20,2395,WorkingPrecisionResidualIR,"posit<32,2>",Quire,-9,1464,42327,78906
add20,2395,WorkingPrecisionResidualIR,"posit<32,2>",Quire,-8,264,42327,78906
add20,2395,WorkingPrecisionResidualIR,"posit<32,2>",Quire,-7,7188,42327,78906
add20,2395,WorkingPrecisionResidualIR,"posit<32,2>",Quire,-6,11124,42327,78906
add20,2395,WorkingPrecisionResidualIR,"posit<32,2>",Quire,-5,14724,42327,78906
add20,2395,WorkingPrecisionResidualIR,"posit<32,2>",Quire,-4,9960,42327,78906
add20,2395,WorkingPrecisionResidualIR,"posit<32,2>",Quire,-3,1500,42327,78906
add20,2395,WorkingPrecisionResidualIR,"posit<32,2>",Quire,-2,12780,42327,78906
add20,2395,WorkingPrecisionResidualIR,"posit<32,2>",Quire,-1,15834,42327,78906
add20,2395,WorkingPrecisionResidualIR,"posit<64,3>",Plain,-13,12,21487,13151
add20,2395,WorkingPrecisionResidualIR,"posit<64,3>",Plain,-12,225,21487,13151
add20,2395,WorkingPrecisionResidualIR,"posit<64,3>",Plain,-11,97,21487,13151
add20,2395,WorkingPrecisionResidualIR,"posit<64,3>",Plain,-10,344,21487,13151
add20,2395,WorkingPrecisionResidualIR,"posit<64,3>",Plain,-9,244,21487,13151
add20,2395,WorkingPrecisionResidualIR,"posit<64,3>",Plain,-8,44,21487,13151
add20,2395,WorkingPrecisionResidualIR,"posit<64,3>",Plain,-7,1198,21487,13151
add20,2395,WorkingPrecisionResidualIR,"posit<64,3>",Plain,-6,1854,21487,13151
add20,2395,WorkingPrecisionResidualIR,"posit<64,3>",Plain,-5,2454,21487,13151
add20,2395,WorkingPrecisionResidualIR,"posit<64,3>",Plain,-4,1660,21487,13151
add20,2395,WorkingPrecisionResidualIR,"posit<64,3>",Plain,-3,250,21487,13151
add20,2395,WorkingPrecisionResidualIR,"posit<64,3>",Plain,-2,2130,21487,13151
add20,2395,WorkingPrecisionResidualIR,"posit<64,3>",Plain,-1,2639,21487,13151
add20,2395,WorkingPrecisionResidualIR,"posit<64,3>",Quire,-13,12,21487,13151
add20,2395,WorkingPrecisionResidualIR,"posit<64,3>",Quire,-12,225,21487,13151
add20,2395,WorkingPrecisionResidualIR,"posit<64,3>",Quire,-11,97,21487,13151
add20,2395,WorkingPrecisionResidualIR,"posit<64,3>",Quire,-10,344,21487,13151
add20,2395,WorkingPrecisionResidualIR,"posit<64,3>",Quire,-9,244,21487,13151
add20,2395,WorkingPrecisionResidualIR,"posit<64,3>",Quire,-8,44,21487,13151
add20,2395,WorkingPrecisionResidualIR,"posit<64,3>",Quire,-7,1198,21487,13151
add20,2395,WorkingPrecisionResidualIR,"posit<64,3>",Quire,-6,1854,21487,13151
add20,2395,WorkingPrecisionResidualIR,"posit<64,3>",Quire,-5,2454,21487,13151
add20,2395,WorkingPrecisionResidualIR,"posit<64,3>",Quire,-4,1660,21487,13151
add20,2395,WorkingPrecisionResidualIR,"posit<64,3>",Quire,-3,250,21487,13151
add20,2395,WorkingPrecisionResidualIR,"posit<64,3>",Quire,-2,2130,21487,13151
add20,2395,WorkingPrecisionResidualIR,"posit<64,3>",Quire,-1,2639,21487,13151
add32,4960,FactorAccumulatorIR,"posit<16,2>",Plain,-38,20,104604,396960
add32,4960,FactorAccumulatorIR,"posit<16,2>",Plain,-20,20,104604,396960
add32,4960,FactorAccumulatorIR,"posit<16,2>",Plain,-19,40,104604,396960
add32,4960,FactorAccumulatorIR,"posit<16,2>",Plain,-17,40,104604,396960
add32,4960,FactorAccumulatorIR,"posit<16,2>",Plain,-12,7200,104604,396960
add32,4960,FactorAccumulatorIR,"posit<16,2>",Plain,-11,700,104604,396960
add32,4960,FactorAccumulatorIR,"posit<16,2>",Plain,-10,10040,104604,396960
add32,4960,FactorAccumulatorIR,"posit<16,2>",Plain,-9,1100,104604,396960
add32,4960,FactorAccumulatorIR,"posit<16,2>",Plain,-8,8720,104604,396960
add32,4960,FactorAccumulatorIR,"posit<16,2>",Plain,-7,3980,104604,396960
add32,4960,FactorAccumulatorIR,"posit<16,2>",Plain,-6,8380,104604,396960
add32,4960,FactorAccumulatorIR,"posit<16,2>",Plain,-5,2280,104604,396960
add32,4960,FactorAccumulatorIR,"posit<16,2>",Plain,-4,147862,104604,396960
add32,4960,FactorAccumulatorIR,"posit<16,2>",Plain,-3,99698,104604,396960
add32,4960,FactorAccumulatorIR,"posit<16,2>",Plain,-2,106880,104604,396960
add32,4960,FactorAccumulatorIR,"posit<16,2>",Quire,-38,15,84424,297720
add32,4960,FactorAccumulatorIR,"posit<16,2>",Quire,-20,15,84424,297720
add32,4960,FactorAccumulatorIR,"posit<16,2>",Quire,-19,30,84424,297720
add32,4960,FactorAccumulatorIR,"posit<16,2>",Quire,-17,30,84424,297720
add32,4960,FactorAccumulatorIR,"posit<16,2>",Quire,-12,5400,84424,297720
add32,4960,FactorAccumulatorIR,"posit<16,2>",Quire,-11,525,84424,297720
add32,4960,FactorAccumulatorIR,"posit<16,2>",Quire,-10,7530,84424,297720
add32,4960,FactorAccumulatorIR,"posit<16,2>",Quire,-9,825,84424,297720
add32,4960,FactorAccumulatorIR,"posit<16,2>",Quire,-8,6540,84424,297720
add32,4960,FactorAccumulatorIR,"posit<16,2>",Quire,-7,2985,84424,297720
add32,4960,FactorAccumulatorIR,"posit<16,2>",Quire,-6,6285,84424,297720
add32,4960,FactorAccumulatorIR,"posit<16,2>",Quire,-5,1710,84424,297720
add32,4960,FactorAccumulatorIR,"posit<16,2>",Quire,-4,110897,84424,297720
add32,4960,FactorAccumulatorIR,"posit<16,2>",Quire,-3,74773,84424,297720
add32,4960,FactorAccumulatorIR,"posit<16,2>",Quire,-2,80160,84424,297720
add32,4960,FactorAccumulatorIR,"posit<32,2>",Plain,-38,2,31956,39696
add32,4960,FactorAccumulatorIR,"posit<32,2>",Plain,-20,2,31956,39696
add32,4960,FactorAccumulatorIR,"posit<32,2>",Plain,-19,4,31956,39696
add32,4960,FactorAccumulatorIR,"posit<32,2>",Plain,-17,4,31956,39696
add32,4960,FactorAccumulatorIR,"posit<32,2>",Plain,-12,720,31956,39696
add32,4960,FactorAccumulatorIR,"posit<32,2>",Plain,-11,70,31956,39696
add32,4960,FactorAccumulatorIR,"posit<32,2>",Plain,-10,1004,31956,39696
add32,4960,FactorAccumulatorIR,"posit<32,2>",Plain,-9,110,31956,39696
add32,4960,FactorAccumulatorIR,"posit<32,2>",Plain,-8,872,31956,39696
add32,4960,FactorAccumulatorIR,"posit<32,2>",Plain,-7,398,31956,39696
add32,4960,FactorAccumulatorIR,"posit<32,2>",Plain,-6,838,31956,39696
add32,4960,FactorAccumulatorIR,"posit<32,2>",Plain,-5,228,31956,39696
add32,4960,FactorAccumulatorIR,"posit<32,2>",Plain,-4,14786,31956,39696
add32,4960,FactorAccumulatorIR,"posit<32,2>",Plain,-3,9970,31956,39696
add32,4960,FactorAccumulatorIR,"posit<32,2>",Plain,-2,10688,31956,39696
add32,4960,FactorAccumulatorIR,"posit<32,2>",Quire,-38,2,31956,39696
add32,4960,FactorAccumulatorIR,"posit<32,2>",Quire,-20,2,31956,39696
add32,4960,FactorAccumulatorIR,"posit<32,2>",Quire,-19,4,31956,39696
add32,4960,FactorAccumulatorIR,"posit<32,2>",Quire,-17,4,31956,39696
add32,4960,FactorAccumulatorIR,"posit<32,2>",Quire,-12,720,31956,39696
add32,4960,FactorAccumulatorIR,"posit<32,2>",Quire,-11,70,31956,39696
add32,4960,FactorAccumulatorIR,"posit<32,2>",Quire,-10,1004,31956,39696
add32,4960,FactorAccumulatorIR,"posit<32,2>",Quire,-9,110,31956,39696
add32,4960,FactorAccumulatorIR,"posit<32,2>",Quire,-8,872,31956,39696
add32,4960,FactorAccumulatorIR,"posit<32,2>",Quire,-7,398,31956,39696
add32,4960,FactorAccumulatorIR,"posit<32,2>",Quire,-6,838,31956,39696
add32,4960,FactorAccumulatorIR,"posit<32,2>",Quire,-5,228,31956,39696
add32,4960,FactorAccumulatorIR,"posit<32,2>",Quire,-4,14786,31956,39696
add32,4960,FactorAccumulatorIR,"posit<32,2>",Quire,-3,9970,31956,39696
add32,4960,FactorAccumulatorIR,"posit<32,2>",Quire,-2,10688,31956,39696
add32,4960,WorkingPrecisionResidualIR,"posit<32,2>",Plain,-37,5,44064,99240
add32,4960,WorkingPrecisionResidualIR,"posit<32,2>",Plain,-20,5,44064,99240
add32,4960,WorkingPrecisionResidualIR,"posit<32,2>",Plain,-19,10,44064,99240
add32,4960,WorkingPrecisionResidualIR,"posit<32,2>",Plain,-17,10,44064,99240
add32,4960,WorkingPrecisionResidualIR,"posit<32,2>",Plain,-12,1800,44064,99240
add32,4960,WorkingPrecisionResidualIR,"posit<32,2>",Plain,-11,175,44064,99240
add32,4960,WorkingPrecisionResidualIR,"posit<32,2>",Plain,-10,2510,44064,99240
add32,4960,WorkingPrecisionResidualIR,"posit<32,2>",Plain,-9,275,44064,99240
add32,4960,WorkingPrecisionResidualIR,"posit<32,2>",Plain,-8,2180,44064,99240
add32,4960,WorkingPrecisionResidualIR,"posit<32,2>",Plain,-7,995,44064,99240
add32,4960,WorkingPrecisionResidualIR,"posit<32,2>",Plain,-6,2095,44064,99240
add32,4960,WorkingPrecisionResidualIR,"posit<32,2>",Plain,-5,570,44064,99240
add32,4960,WorkingPrecisionResidualIR,"posit<32,2>",Plain,-4,36965,44064,99240
add32,4960,WorkingPrecisionResidualIR,"posit<32,2>",Plain,-3,24925,44064,99240
add32,4960,WorkingPrecisionResidualIR,"posit<32,2>",Plain,-2,26720,44064,99240
add32,4960,WorkingPrecisionResidualIR,"posit<32,2>",Quire,-37,5,44064,99240
add32,4960,WorkingPrecisionResidualIR,"posit<32,2>",Quire,-20,5,44064,99240
add32,4960,WorkingPrecisionResidualIR,"posit<32,2>",Quire,-19,10,44064,99240
add32,4960,WorkingPrecisionResidualIR,"posit<32,2>",Quire,-17,10,44064,99240
add32,4960,WorkingPrecisionResidualIR,"posit<32,2>",Quire,-12,1800,44064,99240
add32,4960,WorkingPrecisionResidualIR,"posit<32,2>",Quire,-11,175,44064,99240
add32,4960,WorkingPrecisionResidualIR,"posit<32,2>",Quire,-10,2510,44064,99240
add32,4960,WorkingPrecisionResidualIR,"posit<32,2>",Quire,-9,275,44064,99240
add32,4960,WorkingPrecisionResidualIR,"posit<32,2>",Quire,-8,2180,44064,99240
add32,4960,WorkingPrecisionResidualIR,"posit<32,2>",Quire,-7,995,44064,99240
add32,4960,WorkingPrecisionResidualIR,"posit<32,2>",Quire,-6,2095,44064,99240
add32,4960,WorkingPrecisionResidualIR,"posit<32,2>",Quire,-5,570,44064,99240
add32,4960,WorkingPrecisionResidualIR,"posit<32,2>",Quire,-4,36965,44064,99240
add32,4960,WorkingPrecisionResidualIR,"posit<32,2>",Quire,-3,24925,44064,99240
add32,4960,WorkingPrecisionResidualIR,"posit<32,2>",Quire,-2,26720,44064,99240
add32,4960,WorkingPrecisionResidualIR,"posit<64,3>",Plain,-38,1,27920,19848
add32,4960,WorkingPrecisionResidualIR,"posit<64,3>",Plain,-20,1,27920,19848
add32,4960,WorkingPrecisionResidualIR,"posit<64,3>",Plain,-19,2,27920,19848
add32,4960,WorkingPrecisionResidualIR,"posit<64,3>",Plain,-17,2,27920,19848
add32,4960,WorkingPrecisionResidualIR,"posit<64,3>",Plain,-12,360,27920,19848
add32,4960,WorkingPrecisionResidualIR,"posit<64,3>",Plain,-11,35,27920,19848
add32,4960,WorkingPrecisionResidualIR,"posit<64,3>",Plain,-10,502,27920,19848
add32,4960,WorkingPrecisionResidualIR,"posit<64,3>",Plain,-9,55,27920,19848
add32,4960,WorkingPrecisionResidualIR,"posit<64,3>",Plain,-8,436,27920,19848
add32,4960,WorkingPrecisionResidualIR,"posit<64,3>",Plain,-7,199,27920,19848
add32,4960,WorkingPrecisionResidualIR,"posit<64,3>",Plain,-6,419,27920,19848
add32,4960,WorkingPrecisionResidualIR,"posit<64,3>",Plain,-5,114,27920,19848
add32,4960,WorkingPrecisionResidualIR,"posit<64,3>",Plain,-4,7393,27920,19848
add32,4960,WorkingPrecisionResidualIR,"posit<64,3>",Plain,-3,4985,27920,19848
add32,4960,WorkingPrecisionResidualIR,"posit<64,3>",Plain,-2,5344,27920,19848
add32,4960,WorkingPrecisionResidualIR,"posit<64,3>",Quire,-38,1,27920,19848
add32,4960,WorkingPrecisionResidualIR,"posit<64,3>",Quire,-20,1,27920,19848
add32,4960,WorkingPrecisionResidualIR,"posit<64,3>",Quire,-19,2,27920,19848
add32,4960,WorkingPrecisionResidualIR,"posit<64,3>",Quire,-17,2,27920,19848
add32,4960,WorkingPrecisionResidualIR,"posit<64,3>",Quire,-12,360,27920,19848
add32,4960,WorkingPrecisionResidualIR,"posit<64,3>",Quire,-11,35,27920,19848
add32,4960,WorkingPrecisionResidualIR,"posit<64,3>",Quire,-10,502,27920,19848
add32,4960,WorkingPrecisionResidualIR,"posit<64,3>",Quire,-9,55,27920,19848
add32,4960,WorkingPrecisionResidualIR,"posit<64,3>",Quire,-8,436,27920,19848
add32,4960,WorkingPrecisionResidualIR,"posit<64,3>",Quire,-7,199,27920,19848
add32,4960,WorkingPrecisionResidualIR,"posit<64,3>",Quire,-6,419,27920,19848
add32,4960,WorkingPrecisionResidualIR,"posit<64,3>",Quire,-5,114,27920,19848
add32,4960,WorkingPrecisionResidualIR,"posit<64,3>",Quire,-4,7393,27920,19848
add32,4960,WorkingPrecisionResidualIR,"posit<64,3>",Quire,-3,4985,27920,19848
add32,4960,WorkingPrecisionResidualIR,"posit<64,3>",Quire,-2,5344,27920,19848
rajat13,7598,FactorAccumulatorIR,"posit<16,2>",Plain,-4,160,50202,390096
rajat13,7598,FactorAccumulatorIR,"posit<16,2>",Plain,-3,704,50202,390096
rajat13,7598,FactorAccumulatorIR,"posit<16,2>",Plain,-2,55544,50202,390096
rajat13,7598,FactorAccumulatorIR,"posit<16,2>",Plain,-1,43576,50202,390096
rajat13,7598,FactorAccumulatorIR,"posit<16,2>",Plain,0,195556,50202,390096
rajat13,7598,FactorAccumulatorIR,"posit<16,2>",Plain,1,91226,50202,390096
rajat13,7598,FactorAccumulatorIR,"posit<16,2>",Plain,2,2385,50202,390096
rajat13,7598,FactorAccumulatorIR,"posit<16,2>",Plain,3,233,50202,390096
rajat13,7598,FactorAccumulatorIR,"posit<16,2>",Plain,4,440,50202,390096
rajat13,7598,FactorAccumulatorIR,"posit<16,2>",Plain,5,272,50202,390096
rajat13,7598,FactorAccumulatorIR,"posit<16,2>",Quire,-4,100,49722,243810
rajat13,7598,FactorAccumulatorIR,"posit<16,2>",Quire,-3,440,49722,243810
rajat13,7598,FactorAccumulatorIR,"posit<16,2>",Quire,-2,34715,49722,243810
rajat13,7598,FactorAccumulatorIR,"posit<16,2>",Quire,-1,27229,49722,243810
rajat13,7598,FactorAccumulatorIR,"posit<16,2>",Quire,0,122228,49722,243810
rajat13,7598,FactorAccumulatorIR,"posit<16,2>",Quire,1,57016,49722,243810
rajat13,7598,FactorAccumulatorIR,"posit<16,2>",Quire,2,1492,49722,243810
rajat13,7598,FactorAccumulatorIR,"posit<16,2>",Quire,3,145,49722,243810
rajat13,7598,FactorAccumulatorIR,"posit<16,2>",Quire,4,275,49722,243810
rajat13,7598,FactorAccumulatorIR,"posit<16,2>",Quire,5,170,49722,243810
rajat13,7598,FactorAccumulatorIR,"posit<32,2>",Plain,-4,60,49402,146286
rajat13,7598,FactorAccumulatorIR,"posit<32,2>",Plain,-3,264,49402,146286
rajat13,7598,FactorAccumulatorIR,"posit<32,2>",Plain,-2,20829,49402,146286
rajat13,7598,FactorAccumulatorIR,"posit<32,2>",Plain,-1,16341,49402,146286
rajat13,7598,FactorAccumulatorIR,"posit<32,2>",Plain,0,73335,49402,146286
rajat13,7598,FactorAccumulatorIR,"posit<32,2>",Plain,1,34209,49402,146286
rajat13,7598,FactorAccumulatorIR,"posit<32,2>",Plain,2,894,49402,146286
rajat13,7598,FactorAccumulatorIR,"posit<32,2>",Plain,3,87,49402,146286
rajat13,7598,FactorAccumulatorIR,"posit<32,2>",Plain,4,165,49402,146286
rajat13,7598,FactorAccumulatorIR,"posit<32,2>",Plain,5,102,49402,146286
rajat13,7598,FactorAccumulatorIR,"posit<32,2>",Quire,-4,40,49242,97524
rajat13,7598,FactorAccumulatorIR,"posit<32,2>",Quire,-3,176,49242,97524
rajat13,7598,FactorAccumulatorIR,"posit<32,2>",Quire,-2,13886,49242,97524
rajat13,7598,FactorAccumulatorIR,"posit<32,2>",Quire,-1,10895,49242,97524
rajat13,7598,FactorAccumulatorIR,"posit<32,2>",Quire,0,48889,49242,97524
rajat13,7598,FactorAccumulatorIR,"posit<32,2>",Quire,1,22806,49242,97524
rajat13,7598,FactorAccumulatorIR,"posit<32,2>",Quire,2,596,49242,97524
rajat13,7598,FactorAccumulatorIR,"posit<32,2>",Quire,3,58,49242,97524
rajat13,7598,FactorAccumulatorIR,"posit<32,2>",Quire,4,110,49242,97524
rajat13,7598,FactorAccumulatorIR,"posit<32,2>",Quire,5,68,49242,97524
rajat13,7598,WorkingPrecisionResidualIR,"posit<32,2>",Plain,-4,160,50202,390096
rajat13,7598,WorkingPrecisionResidualIR,"posit<32,2>",Plain,-3,704,50202,390096
rajat13,7598,WorkingPrecisionResidualIR,"posit<32,2>",Plain,-2,55544,50202,390096
rajat13,7598,WorkingPrecisionResidualIR,"posit<32,2>",Plain,-1,43583,50202,390096
rajat13,7598,WorkingPrecisionResidualIR,"posit<32,2>",Plain,0,195553,50202,390096
rajat13,7598,WorkingPrecisionResidualIR,"posit<32,2>",Plain,1,91224,50202,390096
rajat13,7598,WorkingPrecisionResidualIR,"posit<32,2>",Plain,2,2384,50202,390096
rajat13,7598,WorkingPrecisionResidualIR,"posit<32,2>",Plain,3,232,50202,390096
rajat13,7598,WorkingPrecisionResidualIR,"posit<32,2>",Plain,4,440,50202,390096
rajat13,7598,WorkingPrecisionResidualIR,"posit<32,2>",Plain,5,272,50202,390096
rajat13,7598,WorkingPrecisionResidualIR,"posit<32,2>",Quire,-4,100,49722,243810
rajat13,7598,WorkingPrecisionResidualIR,"posit<32,2>",Quire,-3,440,49722,243810
rajat13,7598,WorkingPrecisionResidualIR,"posit<32,2>",Quire,-2,34715,49722,243810
rajat13,7598,WorkingPrecisionResidualIR,"posit<32,2>",Quire,-1,27239,49722,243810
rajat13,7598,WorkingPrecisionResidualIR,"posit<32,2>",Quire,0,122221,49722,243810
rajat13,7598,WorkingPrecisionResidualIR,"posit<32,2>",Quire,1,57015,49722,243810
rajat13,7598,WorkingPrecisionResidualIR,"posit<32,2>",Quire,2,1490,49722,243810
rajat13,7598,WorkingPrecisionResidualIR,"posit<32,2>",Quire,3,145,49722,243810
rajat13,7598,WorkingPrecisionResidualIR,"posit<32,2>",Quire,4,275,49722,243810
rajat13,7598,WorkingPrecisionResidualIR,"posit<32,2>",Quire,5,170,49722,243810
rajat13,7598,WorkingPrecisionResidualIR,"posit<64,3>",Plain,-4,20,49082,48762
rajat13,7598,WorkingPrecisionResidualIR,"posit<64,3>",Plain,-3,88,49082,48762
rajat13,7598,WorkingPrecisionResidualIR,"posit<64,3>",Plain,-2,6943,49082,48762
rajat13,7598,WorkingPrecisionResidualIR,"posit<64,3>",Plain,-1,5448,49082,48762
rajat13,7598,WorkingPrecisionResidualIR,"posit<64,3>",Plain,0,24444,49082,48762
rajat13,7598,WorkingPrecisionResidualIR,"posit<64,3>",Plain,1,11403,49082,48762
rajat13,7598,WorkingPrecisionResidualIR,"posit<64,3>",Plain,2,298,49082,48762
rajat13,7598,WorkingPrecisionResidualIR,"posit<64,3>",Plain,3,29,49082,48762
rajat13,7598,WorkingPrecisionResidualIR,"posit<64,3>",Plain,4,55,49082,48762
rajat13,7598,WorkingPrecisionResidualIR,"posit<64,3>",Plain,5,34,49082,48762
rajat13,7598,WorkingPrecisionResidualIR,"posit<64,3>",Quire,-4,20,49082,48762
rajat13,7598,WorkingPrecisionResidualIR,"posit<64,3>",Quire,-3,88,49082,48762
rajat13,7598,WorkingPrecisionResidualIR,"posit<64,3>",Quire,-2,6943,49082,48762
rajat13,7598,WorkingPrecisionResidualIR,"posit<64,3>",Quire,-1,5448,49082,48762
rajat13,7598,WorkingPrecisionResidualIR,"posit<64,3>",Quire,0,24444,49082,48762
rajat13,7598,WorkingPrecisionResidualIR,"posit<64,3>",Quire,1,11403,49082,48762
rajat13,7598,WorkingPrecisionResidualIR,"posit<64,3>",Quire,2,298,49082,48762
rajat13,7598,WorkingPrecisionResidualIR,"posit<64,3>",Quire,3,29,49082,48762
